,image_path,id,ClassId,aspect_ratio,extent,solidity,equivalent_diameter,orientation,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7
5422,img_000011.jpg,7747,18,0.875,0.5803571428571429,0.8227848101265823,6.432750982580687,171.38336181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,img_000012.jpg,5238,28,0.5,0.5206611570247934,0.6331658291457286,12.666024736934256,174.92530822753906,0.0013154906655880052,1.0237878166895658e-07,7.900911510373238e-12,4.7842135805139795e-11,-8.917429772125329e-22,-9.738211469061995e-15,-2.6453592080141747e-22
3154,img_000013.jpg,4526,17,1.4166666666666667,0.20588235294117646,0.302158273381295,7.312732791431452,147.3822479248047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,img_000014.jpg,3815,2,1.0,0.5694444444444444,0.845360824742268,10.217907939900583,149.31591796875,0.001411561765898226,4.4198832233850174e-07,3.7245204564450667e-10,1.2649662768626991e-11,-5.699836875317608e-23,7.221372674711453e-15,8.663947364969657e-22
1744,img_000015.jpg,2466,38,0.2727272727272727,0.24242424242424243,0.5,6.383076486422923,21.379547119140625,0.005146145785225476,1.9731902525905008e-06,1.6477626336442584e-09,3.13592744485256e-09,-2.1097442965680254e-18,-2.9310636947104053e-12,6.809116342617053e-18
95,img_000016.jpg,136,25,0.6190476190476191,0.2490842490842491,0.45484949832775917,9.304852983362556,18.463632583618164,0.040140939777831584,0.0014097783095723807,3.1409858403170814e-05,2.6560367746021487e-05,7.669795242125676e-10,9.90199299495297e-07,-1.648940492464343e-11
143,img_000017.jpg,204,10,1.0,0.46938775510204084,0.6865671641791045,10.823032759612019,111.07881164550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,img_000018.jpg,4331,16,1.0,0.6776859504132231,0.9704142011834319,10.217907939900583,154.0348358154297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3725,img_000019.jpg,5305,35,1.0,0.5648,0.800453514739229,21.200319792199185,134.6423797607422,0.001230600233990694,1.4522350844745712e-08,1.1642494047833283e-10,6.04155592909658e-12,1.2076068166792809e-22,3.3093851894873495e-16,1.0531282949995859e-22
772,img_000020.jpg,1098,14,1.1363636363636365,0.7009090909090909,0.9113475177304965,22.154770242442265,3.4800734519958496,0.004068131910151595,1.4904400916398936e-06,1.2677393887958785e-08,2.3123333258394738e-08,-1.680111061715878e-16,2.81927108217885e-11,3.584868114350728e-16
2959,img_000021.jpg,4235,13,1.2,0.4083333333333333,0.6901408450704225,7.898654169668588,27.48249626159668,0.000794236477770144,1.935007336333591e-08,2.0852121185577572e-12,2.4832742595597314e-13,-1.7050252198189123e-25,3.454318035741504e-17,-5.348603741160433e-26
172,img_000022.jpg,242,33,1.1111111111111112,0.7,0.9921259842519685,8.95623198216277,64.50685119628906,0.0017901601653038794,7.528931903375408e-07,9.327250658583208e-10,5.1236216549562296e-11,1.0204957302820186e-20,2.140193448468939e-14,-4.6165930057660235e-21
1115,img_000023.jpg,1595,38,0.45454545454545453,0.3386363636363636,0.40934065934065933,9.739422266375435,161.9098663330078,0.001692504265717562,1.1781089345048151e-07,1.7456033557586904e-11,1.5434306430503192e-10,-7.91584748774882e-21,9.757952593898451e-16,-1.2330548027577524e-21
2704,img_000024.jpg,3861,7,0.9615384615384616,0.4,0.43333333333333335,18.19456736586892,48.649742126464844,0.0011192795422942019,3.4239122124925183e-09,3.397021691363944e-15,2.353564618930738e-12,1.8845400762266212e-25,5.915429500904801e-17,-9.365965870342204e-26
3688,img_000025.jpg,5251,38,1.1428571428571428,0.4642857142857143,0.8125,5.753627391751592,103.89617156982422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,img_000026.jpg,3845,10,1.5714285714285714,0.3181818181818182,0.6533333333333333,5.585191925620057,114.42124938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,img_000027.jpg,3646,17,5.0,0.6111111111111112,1.0,5.917270272703197,87.61817932128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,img_000028.jpg,4264,12,0.9166666666666666,0.4810606060606061,0.9338235294117647,8.991702346646203,166.12413024902344,0.003853817558158341,6.2864746174144215e-06,1.1477726824671596e-08,7.904481940011463e-09,6.503650611598489e-17,1.8720851189248828e-11,3.7932266866093014e-17
733,img_000029.jpg,1037,10,1.0,0.46938775510204084,0.673992673992674,10.823032759612019,128.22012329101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,img_000030.jpg,4339,13,0.52,0.40307692307692305,0.8534201954397395,12.914889870235298,167.87246704101562,0.013476014686301694,0.00012120101277253072,6.489979434753214e-08,2.665217172067079e-07,2.9377012774342285e-14,2.615414005664548e-09,1.9122702225314147e-14
4077,img_000031.jpg,5819,11,1.2666666666666666,0.2,0.35185185185185186,8.51907589177983,145.69305419921875,0.0031479759810968634,1.6041944136426648e-06,4.918364362866858e-10,4.285174053468044e-09,6.208601178660787e-18,5.42746201524587e-12,-3.9321750767663483e-19
3799,img_000032.jpg,5400,10,1.0769230769230769,0.6346153846153846,0.9506172839506173,12.126795430653198,103.44009399414062,0.0007271046182707531,5.673853034348757e-09,5.4339665246007154e-12,2.1475642062051965e-13,2.318475634719566e-25,-4.325416645626329e-18,-8.256010395893044e-27
5262,img_000033.jpg,7523,31,1.0909090909090908,0.4318181818181818,0.8976377952755905,8.51907589177983,22.46904182434082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4877,img_000034.jpg,6943,26,1.2222222222222223,0.4595959595959596,0.875,7.611333607551958,2.2712044715881348,0.0010833973488530268,1.7408965794627307e-07,3.205279741125638e-11,1.0276451006343636e-10,4.726765344866256e-21,4.283638154560923e-14,-3.527458238663928e-21
2584,img_000035.jpg,3678,1,0.7222222222222222,0.44871794871794873,0.813953488372093,11.562445770562215,0.0,0.001525122656548125,6.261000986310874e-07,4.0231969943806236e-09,9.875976357767427e-10,1.2862895191410968e-18,2.0199150423459048e-13,-1.4902394629278711e-18
2105,img_000036.jpg,2970,14,0.8461538461538461,0.0979020979020979,0.14285714285714285,8.444016491289505,173.05514526367188,0.0020833739858302216,2.6859572638881466e-07,2.188448221882507e-10,1.2369275804513414e-10,2.0341828858496502e-20,4.506062233874445e-14,6.090145576292108e-22
4339,img_000037.jpg,6179,7,1.0,0.6658163265306123,0.9666666666666667,12.890219570974683,99.90472412109375,0.0021862594374798014,2.3650786311961076e-07,1.2849614308976318e-10,4.798754926613366e-11,1.539992856347087e-21,-3.881999370723222e-15,3.439187697242297e-21
2044,img_000038.jpg,2880,21,0.5,0.355,0.461038961038961,9.507891862878783,1.1423099040985107,0.001537545148322622,7.744927864164406e-08,9.595282199594241e-10,3.034810943906385e-10,1.5553853571319895e-19,3.37988717028494e-14,-5.125804705876483e-20
3255,img_000039.jpg,4666,12,0.7407407407407407,0.4324074074074074,0.5092693565976009,17.242431200258867,4.7318572998046875,0.001882352941176471,2.7374086889657793e-06,2.6422416717552834e-09,1.0578133598691098e-09,1.6812219203597346e-18,1.5334001162714734e-12,-5.486436619575258e-19
1361,img_000040.jpg,1933,35,1.0,0.4208,0.5607675906183369,18.29923496393627,44.52505874633789,0.0011652878892101858,1.550844275511962e-08,3.93779331878249e-10,5.2191130509994164e-11,9.40227628716162e-22,-6.484485679163562e-15,7.422754109353979e-21
2729,img_000041.jpg,3899,13,0.8461538461538461,0.4125874125874126,0.855072463768116,8.667244841319219,7.9549760818481445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,img_000042.jpg,5008,29,1.5714285714285714,0.34415584415584416,0.7162162162162162,5.808687281605183,58.711368560791016,0.0036649170464165674,2.0487716064383416e-06,1.7990504278978815e-09,1.3890116281063364e-08,6.90640883616442e-17,-3.383640399276921e-12,7.170526949594575e-18
910,img_000043.jpg,1285,31,0.5,0.5216049382716049,0.9184782608695652,10.37249929043725,26.327566146850586,0.0009931382109628552,4.6439877832673445e-07,2.5543828480601685e-10,4.239978255056299e-11,4.153137301687142e-21,2.5930935463581014e-14,1.4906174477275738e-21
3092,img_000044.jpg,4427,9,1.0,0.6363636363636364,0.9685534591194969,9.901487006738307,115.70439910888672,0.016544117647058824,0.00026169321895424836,5.1206752705407435e-06,4.831146733251163e-06,2.4029177525361516e-11,7.813186947640905e-08,1.2012806378849002e-14
1354,img_000045.jpg,1925,1,0.9,0.5986111111111111,0.9308855291576674,16.56451393462626,178.3184356689453,0.0006462911389200768,2.870689752562186e-10,4.032015361784574e-13,1.8475136917906816e-13,-4.887916971289875e-26,2.072450056196515e-18,-1.2388241384069252e-26
1310,img_000046.jpg,1863,24,1.1818181818181819,0.45104895104895104,0.9084507042253521,9.062226582657155,0.0,0.0014894864436199667,4.248093392946566e-07,3.961133035285369e-10,1.57595944378354e-11,1.226209374761694e-21,5.485834555709504e-15,-2.164464209610463e-22
4718,img_000047.jpg,6729,34,0.8888888888888888,0.8634259259259259,0.951530612244898,26.69040136976819,177.63031005859375,0.0011799798222918326,4.301151365208092e-08,1.5779635380002617e-11,1.4319546324125472e-11,1.3376071743157726e-22,2.7972267162463786e-15,1.6864300870126485e-22
123,img_000048.jpg,177,11,1.1363636363636365,0.8227272727272728,0.8978174603174603,24.00293511203705,90.67805480957031,0.0006954754361310964,1.0096229094610879e-08,9.371248374084634e-13,5.132202603868029e-13,-3.557527757595858e-25,-5.001737590756243e-17,1.0963014042923674e-26
3769,img_000049.jpg,5359,28,1.1818181818181819,0.46853146853146854,0.8322981366459627,9.23618154310838,176.99588012695312,0.0028205595085517257,5.615138890654101e-06,6.695194599382651e-10,1.2016392333943388e-09,8.80224782929456e-19,2.8201656055294746e-12,6.219980964924005e-19
2951,img_000050.jpg,4224,17,1.6,0.3125,0.6756756756756757,3.989422804014327,67.78026580810547,0.024508962799705342,0.00044188887464310597,2.293933541816504e-06,2.3014672697377908e-06,5.189974150498958e-12,4.8235564170431264e-08,-1.013857660391715e-12
3609,img_000051.jpg,5147,35,1.0,0.9216,1.0,27.081100010292303,0.0,0.0007364100446799256,1.027724586300729e-11,1.0774255141113368e-15,4.7070103117867724e-14,-2.486052687445261e-28,-1.355387013302575e-19,2.2485163921306423e-28
3771,img_000052.jpg,5363,5,1.0,0.6818181818181818,0.9593023255813954,10.249012754438885,38.79444885253906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,img_000053.jpg,7282,35,0.6666666666666666,0.2604166666666667,0.5555555555555556,5.641895835477563,4.8595356941223145,0.0026391545100326245,4.781870707478867e-06,1.064461498002811e-08,5.62980888062867e-09,4.334712667265665e-17,1.2221842939325659e-11,4.5169086393142494e-18
3543,img_000054.jpg,5052,18,1.1428571428571428,0.30654761904761907,0.519327731092437,14.02553063743339,118.1875228881836,0.0010331082737634642,3.825310480641151e-08,5.95472665120596e-11,2.005059678235021e-11,-6.405256025886835e-22,-1.4834462724846105e-15,2.640638538704355e-22
2942,img_000055.jpg,4213,1,0.9230769230769231,0.7115384615384616,0.9866666666666667,11.888212206450685,12.765310287475586,0.012060075638258066,0.00014498387892847406,2.9085106938720395e-08,2.877479084549862e-08,8.324412416522392e-16,3.463005168470432e-10,1.545708440635948e-19
2445,img_000056.jpg,3481,16,2.5,0.406,0.5259067357512953,11.368105109938904,0.0,0.0013386523014413312,4.570337899001333e-08,1.2959093496473405e-10,3.1725603330921305e-11,1.4050262347590899e-21,-6.415537002700008e-15,1.471065203131508e-21
4113,img_000057.jpg,5864,9,1.0,0.6215277777777778,0.8689320388349514,10.674967880691588,167.43589782714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,img_000058.jpg,4332,35,0.7272727272727273,0.30113636363636365,0.5760869565217391,5.808687281605183,5.752697944641113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,img_000059.jpg,2609,18,0.9473684210526315,0.4195906432748538,0.7284263959390863,13.517021664164627,0.6406855583190918,0.001007180351883992,1.9077227349709843e-08,2.736697087055795e-10,4.7526007537630335e-11,2.859999088820926e-21,4.909772897525149e-15,4.604161575999514e-21
4837,img_000060.jpg,6891,36,0.42857142857142855,0.2222222222222222,0.38181818181818183,7.312732791431452,0.30631351470947266,0.0024668801394854096,5.445417537700886e-07,2.2745303021636986e-09,5.139823628658012e-10,4.505202559461463e-19,3.1870044276780395e-13,-3.2538210402647324e-19
2348,img_000061.jpg,3343,28,1.0454545454545454,0.49110671936758893,0.5390455531453362,17.787636910694122,78.95777130126953,0.0008172275676685031,9.90287438550672e-09,1.478289893659884e-13,5.603945459824936e-13,3.0817661830106142e-27,-5.2487907970920777e-17,-1.612654633114617e-25
1395,img_000062.jpg,1986,3,1.0,0.6944444444444444,0.9852216748768473,11.283791670955125,70.9125747680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,img_000063.jpg,3291,38,0.85,0.6132352941176471,0.9287305122494433,16.293263794503588,169.52650451660156,0.0011860706562372447,1.0997617507853452e-07,1.5856682656241802e-11,3.483524686852303e-11,-2.8586102626311336e-22,1.027284423603668e-14,-7.671917324320875e-22
3915,img_000064.jpg,5564,17,3.25,0.3557692307692308,0.6981132075471698,4.853342309955121,85.45311737060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4568,img_000065.jpg,6521,3,0.48,0.24833333333333332,0.49666666666666665,9.739422266375435,15.707331657409668,0.001287362093420028,5.0835514428114886e-08,1.2930879883614527e-10,9.121217889399021e-12,-1.6923117327269767e-22,-8.643549599445817e-16,2.636045688874073e-22
1283,img_000066.jpg,1824,34,0.9166666666666666,0.5369318181818182,0.5869565217391305,18.999037105401385,3.21665358543396,0.0013506542118188881,3.324764358924668e-08,1.1288881843983269e-11,4.0248443009237956e-11,2.9227573022796e-22,1.7995021181196307e-16,-8.066036288481676e-22
3352,img_000067.jpg,4804,2,1.0,0.6913265306122449,0.9818840579710145,13.134837582232015,60.7053108215332,0.0010647503616523853,2.8938094816723544e-07,9.361551030181663e-10,6.406306193513823e-10,4.911793180469009e-19,2.947079440754346e-13,6.983170631707313e-20
4316,img_000068.jpg,6148,1,1.0,0.7066666666666667,0.9665653495440729,14.228319915326999,100.41508483886719,0.001595774390775365,2.3460577515102352e-07,5.504139494642688e-10,9.566740081528162e-11,-1.7160314143706374e-20,-3.868052021968344e-14,-1.369126463041599e-20
3057,img_000069.jpg,4373,29,1.0833333333333333,0.34935897435897434,0.7124183006535948,8.33015937350939,171.69439697265625,0.002225701800978183,7.277915999453002e-08,7.830552936477534e-09,1.3552655120690505e-09,-2.0547929620171782e-18,2.752303736049965e-13,-3.907715220582796e-18
4440,img_000070.jpg,6336,11,1.0833333333333333,0.44871794871794873,0.9150326797385621,9.440697438826296,178.25186157226562,0.0020611800497132406,5.247674747574084e-07,1.759440310086688e-09,6.743682668796808e-10,7.336489904443016e-19,9.253887295039122e-14,-3.6765096358928995e-20
3815,img_000071.jpg,5421,3,1.7857142857142858,0.5728571428571428,0.6961805555555556,15.977625878690493,127.52994537353516,0.0011521670093301872,6.503093993387346e-07,7.577778235001397e-11,1.7528688929544105e-11,-4.255964765819818e-22,-1.1525860434436997e-14,-4.7643448120522555e-22
3186,img_000072.jpg,4577,12,0.9,0.4513888888888889,0.8463541666666666,14.38406847937898,13.91812515258789,0.0006848776958372465,3.4345578360404813e-09,4.823208929881945e-12,9.070291503481973e-14,-5.956803413951098e-26,-3.713081094775241e-18,7.127283321439837e-27
3979,img_000073.jpg,5651,2,1.0,0.6322314049586777,0.9503105590062112,9.869286963719311,3.925938129425049,0.002968528681313797,3.339564076429505e-06,4.688244352660003e-10,7.2724091565253524e-12,2.904870970969404e-22,1.302561992037597e-14,-3.0973822435891316e-22
4160,img_000074.jpg,5928,7,1.0769230769230769,0.6208791208791209,0.9535864978902954,11.994835078277376,90.66165924072266,0.002079118444715163,1.5282027131717714e-07,2.466075766673232e-11,2.8384065636706855e-11,7.483389432300042e-22,3.824057453689402e-15,6.265261167975932e-23
962,img_000075.jpg,1360,28,1.1363636363636365,0.47454545454545455,0.5315682281059063,18.229523339239496,91.763427734375,0.0008222414250777933,2.186097577123874e-08,1.2321306662185964e-12,5.385839145356551e-13,-3.0036006926039215e-25,2.0397144101812907e-17,-3.198088462248954e-25
564,img_000076.jpg,813,18,1.1363636363636365,0.29545454545454547,0.44951590594744123,14.38406847937898,0.0,0.0011218202331998554,9.255427317569905e-08,8.787503469733501e-11,4.5306459473408604e-11,-1.4475112997323086e-21,-3.697716598001236e-15,-2.4651654790237468e-21
218,img_000077.jpg,311,10,1.25,0.6125,0.8672566371681416,7.898654169668588,130.3831024169922,0.0008231864174241215,2.6770800111864645e-07,1.7485697477134266e-11,5.768785663350938e-12,4.9914311667831846e-23,2.364277567947412e-15,-2.9418433383021e-23
1580,img_000078.jpg,2231,12,0.8518518518518519,0.7037037037037037,0.8501945525291829,23.58825303088947,136.7388458251953,0.0007915674660780578,2.012758969326594e-08,1.4317482549238124e-12,2.056189557517059e-12,-3.5279383460826064e-24,-1.2412089504274748e-17,-2.0128096542220007e-26
703,img_000079.jpg,998,8,0.8571428571428571,0.5297619047619048,0.8557692307692307,10.645107772184812,157.66848754882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,img_000080.jpg,2379,38,1.1111111111111112,0.35,0.65625,6.333012368467128,125.7829360961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,img_000081.jpg,5954,0,0.7142857142857143,0.4714285714285714,0.9428571428571428,4.583497844237541,157.58853149414062,0.00938006128716648,6.886150094750443e-05,2.494216693600853e-06,2.392037026095659e-06,5.8410616349840044e-12,1.9766899852896796e-08,1.4136237645781361e-13
1010,img_000082.jpg,1438,29,1.05,0.35,0.5664739884393064,13.680870333281758,40.58644485473633,0.00411021551477735,6.766228226515343e-06,6.277044683023381e-08,1.3644885723525815e-07,1.2309903506414294e-14,3.537686831650844e-10,2.8162228109587686e-15
5308,img_000083.jpg,7588,40,0.52,0.39692307692307693,0.4990328820116054,12.815923738491737,94.68717193603516,0.0017443678985990703,1.4212082023981549e-08,4.561675500619093e-12,4.110818420390347e-11,-5.117857595769648e-22,-1.376244386020486e-15,-2.3444801729896893e-22
1983,img_000084.jpg,2783,10,0.5882352941176471,0.6411764705882353,0.8755020080321285,11.780624362746345,10.01136589050293,0.0018417573066927405,5.297917080418475e-07,4.535977730280699e-09,4.613021959651798e-09,2.0985312227473156e-17,3.2088649466493124e-12,-2.2115191774776153e-18
26,img_000085.jpg,39,38,0.5714285714285714,0.6071428571428571,0.9129967776584318,23.26213245840639,179.84197998046875,0.0007361132685458063,9.093394498509865e-08,1.7539157630223612e-12,3.242894870746772e-12,-4.8603031256106345e-24,9.729821802104666e-16,6.0159847499349746e-24
5480,img_000086.jpg,7831,1,0.391304347826087,0.391304347826087,0.47928994082840237,10.155412503859614,176.51499938964844,0.003060595974756575,1.4652477535608242e-06,3.7090286918553005e-09,9.92994376983485e-10,1.6603872868315683e-18,8.487950140845948e-13,-9.352729053699331e-19
1157,img_000087.jpg,1649,9,1.6,0.5,0.8695652173913043,5.046265044040321,81.7434310913086,0.006567244102921093,1.7937164088749862e-05,2.8085406467023637e-07,3.328451808444137e-07,9.629311344755252e-14,1.0107633504441668e-09,-3.2924242138375675e-14
1024,img_000088.jpg,1456,8,1.0,0.6982248520710059,0.9672131147540983,12.257335203001883,154.7308349609375,0.003970163987500289,4.281616392840583e-06,1.115567120253205e-08,3.8233474768510086e-10,-5.247432487798304e-19,-6.786570492019424e-13,-5.900262418389798e-19
4906,img_000089.jpg,6995,39,1.411764705882353,0.36764705882352944,0.4694835680751174,13.81976597885342,97.4776382446289,0.0008384032354185722,1.8311691272525412e-08,4.384239696412107e-12,6.222185243980152e-12,2.94753302331355e-23,-8.234886124529163e-16,-1.3687542478884382e-23
2468,img_000090.jpg,3513,4,1.2727272727272727,0.564935064935065,0.9109947643979057,10.524820207108489,103.90032958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,img_000091.jpg,2500,8,0.5,0.5277777777777778,1.0,3.477898169151024,9.217473983764648,0.0015792031098153586,1.8762455942352828e-06,1.1970977503509076e-09,2.1856822945496573e-10,5.396291806812854e-20,4.0823036612950716e-14,9.79155151683777e-20
1300,img_000092.jpg,1847,11,0.7391304347826086,0.3209718670076726,0.5050301810865191,12.640868754332628,172.1450958251953,0.002369801470588235,1.2862571041967026e-06,6.029497424088584e-09,2.1357960393583535e-10,2.397175973589975e-19,4.7972289465528714e-14,3.5763922504054845e-20
618,img_000093.jpg,886,33,1.375,0.3181818181818182,0.6363636363636364,5.970821321441846,45.324092864990234,0.003399866674873549,2.0773086829533377e-08,7.484656622073917e-12,5.887419910542153e-11,5.933127017923606e-22,1.1965454163608384e-15,-1.0841399346284844e-21
4518,img_000094.jpg,6453,18,0.9473684210526315,0.814327485380117,0.9424703891708968,18.83075179616424,84.00714111328125,0.0012369236801366662,3.925057876042827e-09,1.424729275594652e-10,9.001285477166091e-12,3.2213958436225845e-22,5.639262568113799e-16,1.1548295917079318e-23
5030,img_000095.jpg,7174,22,0.8888888888888888,0.421875,0.7689873417721519,12.437789380968077,24.26437759399414,0.0011163553247410115,1.0869520541763201e-07,1.7262714919442863e-10,5.823224590161967e-11,5.8372808261077955e-21,1.9076125391233205e-14,-1.1836865598901338e-22
3590,img_000096.jpg,5118,27,1.0,0.4567901234567901,0.8409090909090909,6.863662517577698,26.513154983520508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363,img_000097.jpg,4816,15,0.3125,0.68125,0.9732142857142857,8.33015937350939,0.11982224881649017,0.0011269065671281975,2.265873067818504e-07,6.432856440383934e-10,3.387506408146363e-11,-3.591441332740832e-21,-1.5238697438375314e-14,-3.4795904459359865e-21
5034,img_000098.jpg,7180,12,0.9411764705882353,0.5091911764705882,0.9651567944250871,13.279445656570912,149.70687866210938,0.0007953978120348669,4.0245956835846634e-08,1.050945428357541e-10,6.532936350583213e-11,5.412752263410053e-21,1.3098354592402915e-14,-6.830075246913729e-23
1263,img_000099.jpg,1798,3,0.9090909090909091,0.65,0.9470198675496688,9.541311620975605,1.6395506858825684,0.003965469762095756,7.889471568568547e-06,1.2729742520524268e-08,7.119620625721733e-09,6.774329417579084e-17,1.8298835050521914e-11,-2.199428579008324e-18
1660,img_000100.jpg,2344,13,0.9285714285714286,0.4230769230769231,0.8651685393258427,9.901487006738307,14.912724494934082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,img_000101.jpg,4879,2,0.631578947368421,0.581140350877193,0.8833333333333333,12.988619621707652,178.298828125,0.001159818521289506,4.4030392765179047e-07,1.0129482682671795e-10,3.2747322535156325e-12,-4.326534687479623e-23,-1.345409412856252e-15,4.1053160319896693e-23
3040,img_000102.jpg,4349,13,1.1428571428571428,0.42410714285714285,0.9090909090909091,10.998079684646791,19.15752601623535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,img_000103.jpg,2362,38,0.8888888888888888,0.1736111111111111,0.31545741324921134,7.978845608028654,148.55580139160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4157,img_000104.jpg,5923,19,0.6153846153846154,0.6009615384615384,0.8561643835616438,8.920620580763856,170.1123504638672,0.0007986018061345242,1.5098152703196903e-07,3.13267149651125e-11,3.642697879170432e-12,-2.3095677392523165e-23,-6.753660020089729e-16,3.1317621632219666e-23
3052,img_000105.jpg,4365,12,1.1904761904761905,0.2542857142857143,0.5,13.037541149394091,91.15512084960938,0.0015070352538716792,4.898606952472858e-07,2.6549123928555242e-09,5.394165169386129e-10,-4.721988497812153e-19,-2.913021275754478e-13,-4.401450732409525e-19
4554,img_000106.jpg,6505,33,0.75,0.5543981481481481,0.8507992895204263,17.462556255144076,173.8264617919922,0.001845075332002492,3.5470220692676535e-07,3.985345628980289e-11,9.44831033881061e-12,1.6339757032829103e-22,-3.551931683244736e-15,-8.316172289861012e-23
2518,img_000107.jpg,3588,25,1.625,0.4951923076923077,0.8046875,8.097643889049511,109.7483139038086,0.0030024509803921566,4.884689782775855e-06,1.8170992986294863e-08,2.1432311691016274e-08,4.229183410664091e-16,4.73179823660958e-11,5.470940105426277e-18
4425,img_000108.jpg,6310,17,1.1363636363636365,0.2963636363636364,0.36961451247165533,14.406180819073164,30.866313934326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,img_000109.jpg,70,38,0.8260869565217391,0.7036613272311213,0.917910447761194,19.786893642157743,172.35244750976562,0.0006731710931009437,2.743186000527363e-08,1.0785091343205087e-12,2.701556914856901e-13,-4.9362528822632766e-26,9.30143900807045e-18,1.3721654478034966e-25
4955,img_000110.jpg,7070,17,1.8888888888888888,0.20915032679738563,0.38323353293413176,6.383076486422923,71.67756652832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,img_000111.jpg,5729,2,1.0769230769230769,0.6510989010989011,0.9634146341463414,12.283276682185287,58.44717788696289,0.0009628799492361359,1.3839137508809057e-07,5.709696432382711e-13,3.139416898726318e-13,-8.772598996243823e-26,-1.1163242318115248e-16,-9.985507576495831e-26
